ADAMS,Adams (Pob.)
ALIMODIAN,Pianda-an Norte
ALIMODIAN,Pianda-an Sur
ALIMODIAN,Punong
ALIMODIAN,Quinaspan
ALIMODIAN,Sinamay
ALIMODIAN,Sulong
ALIMODIAN,Taban-Manguining
ALIMODIAN,Tabug
ALIMODIAN,Tarug
ALIMODIAN,Tugaslon
ALIMODIAN,Ubodan
ALIMODIAN,Ugbo
ALIMODIAN,Ulay-Bugang
ALIMODIAN,Ulay-Hinablan
ALIMODIAN,Umingan
ALIMODIAN,Poblacion
ANILAO,Agbatuan
ANILAO,Badiang
ANILAO,Balabag
ANILAO,Balunos
ANILAO,Cag-an
ANILAO,Camiros
ANILAO,Sambag Culob
ANILAO,Dangula-an
ANILAO,Guipis
ANILAO,Manganese
ANILAO,Medina
ANILAO,Mostro
ANILAO,Palaypay
ANILAO,Pantalan
ANILAO,Poblacion
ANILAO,San Carlos
ANILAO,San Juan Crisostomo
ANILAO,Santa Rita
ANILAO,Santo Rosario
ANILAO,Serallo
ANILAO,Vista Alegre
BADIANGAN,Agusipan
BADIANGAN,Astorga
BADIANGAN,Bita-oyan
BADIANGAN,Botong
BADIANGAN,Budiawe
BADIANGAN,Cabanga-an
BADIANGAN,Cabayogan
BADIANGAN,Calansanan
BADIANGAN,Catubig
BADIANGAN,Guinawahan
BADIANGAN,Ilongbukid
BADIANGAN,Indorohan
BADIANGAN,Iniligan
BADIANGAN,Latawan
BADIANGAN,Linayuan
BADIANGAN,Mainguit
BADIANGAN,Malublub
BADIANGAN,Manaolan
BADIANGAN,Mapili Grande
BADIANGAN,Mapili Sanjo
BADIANGAN,Odiongan
BADIANGAN,Poblacion (Badiangan)
BADIANGAN,San Julian
BADIANGAN,Sariri
BADIANGAN,Sianon
BADIANGAN,Sinuagan
BADIANGAN,Talaba
BADIANGAN,Tamocol
BADIANGAN,Teneclan
BADIANGAN,Tina
BADIANGAN,Bingauan
BALASAN,Aranjuez
BALASAN,Bacolod
BALASAN,Balanti-an
BALASAN,Batuan
BALASAN,Cabalic
BALASAN,Camambugan
BALASAN,Dolores
BALASAN,Gimamanay
BALASAN,Ipil
BALASAN,Kinalkalan
BALASAN,Lawis
BALASAN,Malapoc
BALASAN,Mamhut Norte
BALASAN,Mamhut Sur
BALASAN,Maya
BALASAN,Pani-an
BALASAN,Poblacion Norte
BALASAN,Poblacion Sur
BALASAN,Quiasan
BALASAN,Salong
BALASAN,Salvacion
BALASAN,Tingui-an
BALASAN,Zaragosa
BANATE,Alacaygan
BANATE,Bariga
BANATE,Belen
BANATE,Bobon
BANATE,Bularan
BANATE,Carmelo
BANATE,De La Paz
BANATE,Dugwakan
BANATE,Juanico
BANATE,Libertad
BANATE,Magdalo
BANATE,Managopaya
BANATE,Merced
BANATE,Poblacion
BANATE,San Salvador
BANATE,Talokgangan
BANATE,Zona Sur
BANATE,Fuentes*
BAROTAC NUEVO,Acuit
BAROTAC NUEVO,Agcuyawan Calsada
BAROTAC NUEVO,Agcuyawan Pulo
BAROTAC NUEVO,Bagongbong
BAROTAC NUEVO,Baras
BAROTAC NUEVO,Bungca
BAROTAC NUEVO,Cabilauan
BAROTAC NUEVO,Cruz
BAROTAC NUEVO,Guintas
BAROTAC NUEVO,Igbong
BAROTAC NUEVO,Ilaud Poblacion
BAROTAC NUEVO,Ilaya Poblacion
BAROTAC NUEVO,Jalaud
BAROTAC NUEVO,Lagubang
BAROTAC NUEVO,Lanas
BAROTAC NUEVO,Lico-an
BAROTAC NUEVO,Linao
BAROTAC NUEVO,Monpon
BAROTAC NUEVO,Palaciawan
BAROTAC NUEVO,Patag
BAROTAC NUEVO,Salihid
BAROTAC NUEVO,So-ol
BAROTAC NUEVO,Sohoton
BAROTAC NUEVO,Tabuc-Suba
BAROTAC NUEVO,Tabucan
BAROTAC NUEVO,Talisay
BAROTAC NUEVO,Tinorian
BAROTAC NUEVO,Tiwi
BAROTAC NUEVO,Tubungan
BAROTAC VIEJO,Bugnay
BAROTAC VIEJO,California
BAROTAC VIEJO,Del Pilar
BAROTAC VIEJO,De la Pe├▒a
BAROTAC VIEJO,General Luna
BAROTAC VIEJO,La Fortuna
BAROTAC VIEJO,Lipata
BAROTAC VIEJO,Natividad
BAROTAC VIEJO,Nueva Invencion
BAROTAC VIEJO,Nueva Sevilla
BAROTAC VIEJO,Poblacion
BAROTAC VIEJO,Puerto Princesa
BAROTAC VIEJO,Rizal
BAROTAC VIEJO,San Antonio
BAROTAC VIEJO,San Fernando
BAROTAC VIEJO,San Francisco
BAROTAC VIEJO,San Geronimo
BAROTAC VIEJO,San Juan
BAROTAC VIEJO,San Lucas
BAROTAC VIEJO,San Miguel
BAROTAC VIEJO,San Roque
BAROTAC VIEJO,Santiago
BAROTAC VIEJO,Santo Domingo
BAROTAC VIEJO,Santo Tomas
BAROTAC VIEJO,Ugasan
BAROTAC VIEJO,Vista Alegre
BATAD,Alapasco
BATAD,Alinsolong
BATAD,Banban
BATAD,Batad Viejo
BATAD,Binon-an
BATAD,Bolhog
BATAD,Bulak Norte
BATAD,Bulak Sur
BATAD,Cabagohan
BATAD,Calangag
BATAD,Caw-i
BATAD,Drancalan
BATAD,Embarcadero
BATAD,Hamod
BATAD,Malico
BATAD,Nangka
BATAD,Pasayan
BATAD,Poblacion
BATAD,Quiazan Florete
BATAD,Quiazan Lopez
BATAD,Salong
BATAD,Santa Ana
BATAD,Tanao
BATAD,Tapi-an
BINGAWAN,Agba-o
BINGAWAN,Alabidhan
BINGAWAN,Bulabog
BINGAWAN,Cairohan
BINGAWAN,Guinhulacan
BINGAWAN,Inamyungan
BINGAWAN,Malitbog Ilawod
BINGAWAN,Malitbog Ilaya
BINGAWAN,Ngingi-an
BINGAWAN,Poblacion
BINGAWAN,Quinangyana
BINGAWAN,Quinar-Upan
BINGAWAN,Tapacon
BINGAWAN,Tubod
CABATUAN,Acao
CABATUAN,Amerang
CABATUAN,Amurao
CABATUAN,Anuang
CABATUAN,Ayaman
CABATUAN,Ayong
CABATUAN,Bacan
CABATUAN,Balabag
CABATUAN,Baluyan
CABATUAN,Banguit
CABATUAN,Bulay
CABATUAN,Cadoldolan
CABATUAN,Cagban
CABATUAN,Calawagan
CABATUAN,Calayo
CABATUAN,Duyanduyan
CABATUAN,Gaub
CABATUAN,Gines Interior
CABATUAN,Gines Patag
CABATUAN,Guibuangan Tigbauan
CABATUAN,Inabasan
CABATUAN,Inaca
CABATUAN,Inaladan
CABATUAN,Ingas
CABATUAN,Ito Norte
CABATUAN,Ito Sur
CABATUAN,Janipaan Central
CABATUAN,Janipaan Este
CABATUAN,Janipaan Oeste
CABATUAN,Janipaan Olo
CABATUAN,Jelicuon Lusaya
CABATUAN,Jelicuon Montinola
CABATUAN,Lag-an
CABATUAN,Leong
CABATUAN,Lutac
CABATUAN,Manguna
CABATUAN,Maraguit
CABATUAN,Morubuan
CABATUAN,Pacatin
CABATUAN,Pagotpot
CABATUAN,Pamul-Ogan
CABATUAN,Pamuringao Proper
CABATUAN,Pamuringao Garrido
CABATUAN,Zone I Pob. (Barangay 1)
CABATUAN,Zone X Pob. (Barangay 10)
CABATUAN,Zone XI Pob. (Barangay 11)
CABATUAN,Zone II Pob. (Barangay 2)
CABATUAN,Zone III Pob. (Barangay 3)
CABATUAN,Zone IV Pob. (Barangay 4)
CABATUAN,Zone V Pob. (Barangay 5)
CABATUAN,Zone VI Pob. (Barangay 6 )
CABATUAN,Zone VII Pob. (Barangay 7)
CABATUAN,Zone VIII Pob. (Barangay 8)
CABATUAN,Zone IX Pob. (Barangay 9)
CABATUAN,Pungtod
CABATUAN,Puyas
CABATUAN,Salacay
CABATUAN,Sulanga
CABATUAN,Tabucan
CABATUAN,Tacdangan
CABATUAN,Talanghauan
CABATUAN,Tigbauan Road
CABATUAN,Tinio-an
CABATUAN,Tiring
CABATUAN,Tupol Central
CABATUAN,Tupol Este
CABATUAN,Tupol Oeste
CABATUAN,Tuy-an
CALINOG,Agcalaga
CALINOG,Aglibacao
CALINOG,Aglonok
CALINOG,Alibunan
CALINOG,Badlan Grande
CALINOG,Badlan Peque├▒o
CALINOG,Badu
CALINOG,Balaticon
CALINOG,Banban Grande
CALINOG,Banban Peque├▒o
CALINOG,Binolosan Grande
CALINOG,Binolosan Peque├▒o
CALINOG,Cabagiao
CALINOG,Cabugao
CALINOG,Cahigon
CALINOG,Barrio Calinog
CALINOG,Camalongo
CALINOG,Canabajan
CALINOG,Caratagan
CALINOG,Carvasana
CALINOG,Dalid
CALINOG,Datagan
CALINOG,Gama Grande
CALINOG,Gama Peque├▒o
CALINOG,Garangan
CALINOG,Guinbonyugan
CALINOG,Guiso
CALINOG,Hilwan
CALINOG,Impalidan
CALINOG,Ipil
CALINOG,Jamin-ay
CALINOG,Lampaya
CALINOG,Libot
CALINOG,Lonoy
CALINOG,Malaguinabot
CALINOG,Malapawe
CALINOG,Malitbog Centro
CALINOG,Mambiranan
CALINOG,Manaripay
CALINOG,Marandig
CALINOG,Masaroy
CALINOG,Maspasan
CALINOG,Nalbugan
CALINOG,Owak
CALINOG,Poblacion Centro
CALINOG,Poblacion Delgado
CALINOG,Poblacion Rizal Ilaud
CALINOG,Poblacion Ilaya
CALINOG,Baje San Julian
CALINOG,San Nicolas
CALINOG,Simsiman
CALINOG,Tabucan
CALINOG,Tahing
CALINOG,Tibiao
CALINOG,Tigbayog
CALINOG,Toyungan
CALINOG,Ulayan
CALINOG,Malag-it
CALINOG,Supanga
CARLES,Abong
CARLES,Alipata
CARLES,Asluman
CARLES,Bancal
CARLES,Barangcalan
CARLES,Barosbos
CARLES,Punta Batuanan
CARLES,Binuluangan
CARLES,Bito-on
CARLES,Bolo
CARLES,Buaya
CARLES,Buenavista
CARLES,Isla De Cana
CARLES,Cabilao Grande
CARLES,Cabilao Peque├▒o
CARLES,Cabuguana
CARLES,Cawayan
CARLES,Dayhagan
CARLES,Gabi
CARLES,Granada
CARLES,Guinticgan
CARLES,Lantangan
CARLES,Manlot
CARLES,Nalumsan
CARLES,Pantalan
CARLES,Poblacion
CARLES,Punta (Bolocawe)
CARLES,San Fernando
CARLES,Tabugon
CARLES,Talingting
CARLES,Tarong
CARLES,Tinigban
CARLES,Tupaz
CONCEPCION,Aglosong
CONCEPCION,Agnaga
CONCEPCION,Bacjawan Norte
CONCEPCION,Bacjawan Sur
CONCEPCION,Bagongon
CONCEPCION,Batiti
CONCEPCION,Botlog
CONCEPCION,Calamigan
CONCEPCION,Dungon
CONCEPCION,Igbon
CONCEPCION,Jamul-Awon
CONCEPCION,Lo-ong
CONCEPCION,Macalbang
CONCEPCION,Macatunao
CONCEPCION,Malangabang
CONCEPCION,Maliogliog
CONCEPCION,Ni├▒o
CONCEPCION,Nipa
CONCEPCION,Plandico
CONCEPCION,Poblacion
CONCEPCION,Polopina
CONCEPCION,Salvacion
CONCEPCION,Talotu-an
CONCEPCION,Tambaliza
CONCEPCION,Tamis-ac
DINGLE,Abangay
DINGLE,Agsalanan
DINGLE,Agtatacay
DINGLE,Alegria
DINGLE,Bongloy
DINGLE,Buenavista
DINGLE,Caguyuman
DINGLE,Calicuang
DINGLE,Camambugan
DINGLE,Dawis
DINGLE,Ginalinan Nuevo
DINGLE,Ginalinan Viejo
DINGLE,Gutao
DINGLE,Ilajas
DINGLE,Libo-o
DINGLE,Licu-an
DINGLE,Lincud
DINGLE,Matangharon
DINGLE,Moroboro
DINGLE,Namatay
DINGLE,Nazuni
DINGLE,Pandan
DINGLE,Poblacion
DINGLE,Potolan
DINGLE,San Jose
DINGLE,San Matias
DINGLE,Siniba-an
DINGLE,Tabugon
DINGLE,Tambunac
DINGLE,Tanghawan
DINGLE,Tiguib
DINGLE,Tinocuan
DINGLE,Tulatula-an
DUEÑAS,Agutayan
DUEÑAS,Angare
DUEÑAS,Anjawan
DUEÑAS,Baac
DUEÑAS,Bagongbong
DUEÑAS,Balangigan
DUEÑAS,Balingasag
DUEÑAS,Banugan
DUEÑAS,Batuan
DUEÑAS,Bita
DUEÑAS,Buenavista
DUEÑAS,Bugtongan
DUEÑAS,Cabudian
DUEÑAS,Calaca-an
DUEÑAS,Calang
DUEÑAS,Calawinan
DUEÑAS,Capaycapay
DUEÑAS,Capuling
DUEÑAS,Catig
DUEÑAS,Dila-an
DUEÑAS,Fundacion
DUEÑAS,Inadlawan
DUEÑAS,Jagdong
DUEÑAS,Jaguimit
DUEÑAS,Lacadon
DUEÑAS,Luag
DUEÑAS,Malusgod
DUEÑAS,Maribuyong
DUEÑAS,Minanga
DUEÑAS,Monpon
DUEÑAS,Navalas
DUEÑAS,Pader
DUEÑAS,Pandan
DUEÑAS,Ponong Grande
DUEÑAS,Ponong Peque├▒o
DUEÑAS,Purog
DUEÑAS,Romblon
DUEÑAS,San Isidro
DUEÑAS,Santo Ni├▒o
DUEÑAS,Sawe
DUEÑAS,Taminla
DUEÑAS,Tinocuan
DUEÑAS,Tipolo
DUEÑAS,Poblacion A
DUEÑAS,Poblacion B
DUEÑAS,Poblacion C
DUEÑAS,Poblacion D
DUMANGAS,Bacay
DUMANGAS,Bacong
DUMANGAS,Balabag
DUMANGAS,Balud
DUMANGAS,Bantud
DUMANGAS,Bantud Fabrica
DUMANGAS,Baras
DUMANGAS,Barasan
DUMANGAS,Bolilao
DUMANGAS,Calao
DUMANGAS,Cali
DUMANGAS,Cansilayan
DUMANGAS,Capaliz
DUMANGAS,Cayos
DUMANGAS,Compayan
DUMANGAS,Dacutan
DUMANGAS,Ermita
DUMANGAS,Pd Monfort South (Guinsampanan)
DUMANGAS,Ilaya 1st
DUMANGAS,Ilaya 2nd
DUMANGAS,Ilaya 3rd
DUMANGAS,Jardin
DUMANGAS,Lacturan
DUMANGAS,Pd Monfort North (Lublub)
DUMANGAS,Managuit
DUMANGAS,Maquina
DUMANGAS,Nanding Lopez
DUMANGAS,Pagdugue
DUMANGAS,Paloc Bigque
DUMANGAS,Paloc Sool
DUMANGAS,Patlad
DUMANGAS,Pulao
DUMANGAS,Rosario
DUMANGAS,Sapao
DUMANGAS,Sulangan
DUMANGAS,Tabucan
DUMANGAS,Talusan
DUMANGAS,Tambobo
DUMANGAS,Tamboilan
DUMANGAS,Victorias
DUMANGAS,Burgos-Regidor (Pob.)
DUMANGAS,Aurora-del Pilar (Pob.)
DUMANGAS,Buenaflor Embarkadero (Pob.)
DUMANGAS,Lopez Jaena - Rizal (Pob.)
DUMANGAS,Basa-Mabini Bonifacio (Pob.)
ESTANCIA,Lumbia (Ana Cuenca)
ESTANCIA,Bayas (Bayas Island)
ESTANCIA,Bayuyan
ESTANCIA,Botongan
ESTANCIA,Bulaque├▒a
ESTANCIA,Calapdan
ESTANCIA,Cano-an
ESTANCIA,Daan Banua
ESTANCIA,Daculan
ESTANCIA,Gogo
ESTANCIA,Jolog
ESTANCIA,Loguingot (Loguingot Island)
ESTANCIA,Malbog
ESTANCIA,Manipulon
ESTANCIA,Pa-on
ESTANCIA,Pani-an
ESTANCIA,Poblacion Zone 1
ESTANCIA,Lonoy (Roman Mosqueda)
ESTANCIA,San Roque
ESTANCIA,Santa Ana
ESTANCIA,Tabu-an
ESTANCIA,Tacbuyan
ESTANCIA,Tanza
ESTANCIA,Poblacion Zone II
ESTANCIA,Poblacion Zone III
GUIMBAL,Anono-o
GUIMBAL,Bacong
GUIMBAL,Bagumbayan Pob. (Bagumbayan-Granada)
GUIMBAL,Balantad-Carlos Fruto (Pob.)
GUIMBAL,Baras
GUIMBAL,Binanua-an
GUIMBAL,Torreblanca-Blumentritt (Pob.)
GUIMBAL,Bongol San Miguel
GUIMBAL,Bongol San Vicente
GUIMBAL,Bulad
GUIMBAL,Buluangan
GUIMBAL,Burgos-Gengos (Pob.)
GUIMBAL,Cabasi
GUIMBAL,Cabubugan
GUIMBAL,Calampitao
GUIMBAL,Camangahan
GUIMBAL,Generosa-Cristobal Colon (Pob.)
GUIMBAL,Gerona-Gimeno (Pob.)
GUIMBAL,Girado-Magsaysay (Pob.)
GUIMBAL,Gotera (Pob.)
GUIMBAL,Igcocolo
GUIMBAL,Libo-on Gonzales (Pob.)
GUIMBAL,Lubacan
GUIMBAL,Nahapay
GUIMBAL,Nalundan
GUIMBAL,Nanga
GUIMBAL,Nito-an Lupsag
GUIMBAL,Particion
GUIMBAL,Pescadores (Pob.)
GUIMBAL,Rizal-Tuguisan (Pob.)
GUIMBAL,Sipitan-Badiang
GUIMBAL,Iyasan
GUIMBAL,Santa Rosa-Laguna
IGBARAS,Alameda
IGBARAS,Amorogtong
IGBARAS,Anilawan
IGBARAS,Bagacay
IGBARAS,Bagacayan
IGBARAS,Bagay
IGBARAS,Balibagan
IGBARAS,Barasan
IGBARAS,Binanua-an
IGBARAS,Boclod
IGBARAS,Buenavista
IGBARAS,Buga
IGBARAS,Bugnay
IGBARAS,Calampitao
IGBARAS,Cale
IGBARAS,Corucuan
IGBARAS,Catiringan
IGBARAS,Igcabugao
IGBARAS,Igpigus
IGBARAS,Igtalongon
IGBARAS,Indaluyon
IGBARAS,Jovellar
IGBARAS,Kinagdan
IGBARAS,Lab-on
IGBARAS,Lacay Dol-Dol
IGBARAS,Lumangan
IGBARAS,Lutungan
IGBARAS,Mantangon
IGBARAS,Mulangan
IGBARAS,Pasong
IGBARAS,Passi
IGBARAS,Pinaopawan
IGBARAS,Barangay 1 Poblacion
IGBARAS,Barangay 2 Poblacion
IGBARAS,Barangay 3 Poblacion
IGBARAS,Barangay 4 Poblacion
IGBARAS,Barangay 5 Poblacion
IGBARAS,Barangay 6 Poblacion
IGBARAS,Riro-an
IGBARAS,San Ambrosio
IGBARAS,Santa Barbara
IGBARAS,Signe
IGBARAS,Tabiac
IGBARAS,Talayatay
IGBARAS,Taytay
IGBARAS,Tigbanaba
ILOILO CITY (Capital),Santa Cruz
ILOILO CITY (Capital),Aguinaldo
ILOILO CITY (Capital),Airport (Tabucan Airport)
ILOILO CITY (Capital),Alalasan Lapuz
ILOILO CITY (Capital),Arguelles
ILOILO CITY (Capital),Arsenal Aduana
ILOILO CITY (Capital),North Avance├▒a
ILOILO CITY (Capital),Bakhaw
ILOILO CITY (Capital),Balabago
ILOILO CITY (Capital),Balantang
ILOILO CITY (Capital),Baldoza
ILOILO CITY (Capital),Sinikway (Bangkerohan Lapuz)
ILOILO CITY (Capital),Bantud
ILOILO CITY (Capital),Banuyao
ILOILO CITY (Capital),Baybay Tanza
ILOILO CITY (Capital),Benedicto (Jaro)
ILOILO CITY (Capital),Bito-on
ILOILO CITY (Capital),Monica Blumentritt
ILOILO CITY (Capital),Bolilao
ILOILO CITY (Capital),Bonifacio Tanza
ILOILO CITY (Capital),Bonifacio (Arevalo)
ILOILO CITY (Capital),Buhang
ILOILO CITY (Capital),Buhang Taft North
ILOILO CITY (Capital),Buntatala
ILOILO CITY (Capital),Seminario (Burgos Jalandoni)
ILOILO CITY (Capital),Caingin
ILOILO CITY (Capital),Calahunan
ILOILO CITY (Capital),Calaparan
ILOILO CITY (Capital),Calumpang
ILOILO CITY (Capital),Camalig
ILOILO CITY (Capital),El 98 Castilla (Claudio Lopez)
ILOILO CITY (Capital),Cochero
ILOILO CITY (Capital),Compania
ILOILO CITY (Capital),Concepcion-Montes
ILOILO CITY (Capital),Cuartero
ILOILO CITY (Capital),Cubay
ILOILO CITY (Capital),Danao
ILOILO CITY (Capital),Mabolo-Delgado
ILOILO CITY (Capital),Democracia
ILOILO CITY (Capital),Desamparados
ILOILO CITY (Capital),Divinagracia
ILOILO CITY (Capital),Don Esteban-Lapuz
ILOILO CITY (Capital),Dulonan
ILOILO CITY (Capital),Dungon
ILOILO CITY (Capital),Dungon A
ILOILO CITY (Capital),Dungon B
ILOILO CITY (Capital),East Baluarte
ILOILO CITY (Capital),East Timawa
ILOILO CITY (Capital),Edganzon
ILOILO CITY (Capital),Tanza-Esperanza
ILOILO CITY (Capital),Fajardo
ILOILO CITY (Capital),Flores
ILOILO CITY (Capital),South Fundidor
ILOILO CITY (Capital),General Hughes-Montes
ILOILO CITY (Capital),Gloria
ILOILO CITY (Capital),Gustilo
ILOILO CITY (Capital),Guzman-Jesena
ILOILO CITY (Capital),Habog-habog Salvacion
ILOILO CITY (Capital),Hibao-an Sur
ILOILO CITY (Capital),Hinactacan
ILOILO CITY (Capital),Hipodromo
ILOILO CITY (Capital),Inday
ILOILO CITY (Capital),Infante
ILOILO CITY (Capital),Ingore
ILOILO CITY (Capital),Jalandoni Estate-Lapuz
ILOILO CITY (Capital),Jalandoni-Wilson
ILOILO CITY (Capital),Delgado-Jalandoni-Bagumbayan
ILOILO CITY (Capital),Javellana
ILOILO CITY (Capital),Jereos
ILOILO CITY (Capital),Calubihan
ILOILO CITY (Capital),Kasingkasing
ILOILO CITY (Capital),Katilingban
ILOILO CITY (Capital),Kauswagan
ILOILO CITY (Capital),Our Lady Of Fatima
ILOILO CITY (Capital),Laguda
ILOILO CITY (Capital),Lanit
ILOILO CITY (Capital),Lapuz Norte
ILOILO CITY (Capital),Lapuz Sur
ILOILO CITY (Capital),Legaspi dela Rama
ILOILO CITY (Capital),Liberation
ILOILO CITY (Capital),"Libertad, Santa Isabel"
ILOILO CITY (Capital),Libertad-Lapuz
ILOILO CITY (Capital),Lopez Jaena (Jaro)
ILOILO CITY (Capital),Loboc-Lapuz
ILOILO CITY (Capital),Lopez Jaena Norte
ILOILO CITY (Capital),Lopez Jaena Sur
ILOILO CITY (Capital),Luna (Jaro)
ILOILO CITY (Capital),M. V. Hechanova
ILOILO CITY (Capital),Burgos-Mabini-Plaza
ILOILO CITY (Capital),Macarthur
ILOILO CITY (Capital),Magdalo
ILOILO CITY (Capital),Magsaysay
ILOILO CITY (Capital),Magsaysay Village
ILOILO CITY (Capital),Malipayon-Delgado
ILOILO CITY (Capital),Mansaya-Lapuz
ILOILO CITY (Capital),Marcelo H. del Pilar
ILOILO CITY (Capital),Maria Clara
ILOILO CITY (Capital),Maria Cristina
ILOILO CITY (Capital),Mohon
ILOILO CITY (Capital),Molo Boulevard
ILOILO CITY (Capital),Montinola
ILOILO CITY (Capital),Muelle Loney-Montes
ILOILO CITY (Capital),Nabitasan
ILOILO CITY (Capital),Navais
ILOILO CITY (Capital),Nonoy
ILOILO CITY (Capital),North Fundidor
ILOILO CITY (Capital),North Baluarte
ILOILO CITY (Capital),North San Jose
ILOILO CITY (Capital),O├▒ate de Leon
ILOILO CITY (Capital),Obrero-Lapuz
ILOILO CITY (Capital),Ortiz
ILOILO CITY (Capital),Osme├▒a
ILOILO CITY (Capital),Our Lady Of Lourdes
ILOILO CITY (Capital),Rizal Palapala I
ILOILO CITY (Capital),Rizal Palapala II
ILOILO CITY (Capital),PHHC Block 17
ILOILO CITY (Capital),PHHC Block 22 NHA
ILOILO CITY (Capital),Poblacion Molo
ILOILO CITY (Capital),President Roxas
ILOILO CITY (Capital),Progreso-Lapuz
ILOILO CITY (Capital),Punong-Lapuz
ILOILO CITY (Capital),Quezon
ILOILO CITY (Capital),Quintin Salas
ILOILO CITY (Capital),Rima-Rizal
ILOILO CITY (Capital),Rizal Estanzuela
ILOILO CITY (Capital),Rizal Ibarra
ILOILO CITY (Capital),Railway
ILOILO CITY (Capital),Roxas Village
ILOILO CITY (Capital),Sambag
ILOILO CITY (Capital),Sampaguita
ILOILO CITY (Capital),San Agustin
ILOILO CITY (Capital),San Antonio
ILOILO CITY (Capital),San Felix
ILOILO CITY (Capital),San Isidro (Jaro)
ILOILO CITY (Capital),Hibao-an Norte
ILOILO CITY (Capital),San Jose (Jaro)
ILOILO CITY (Capital),San Jose (Arevalo)
ILOILO CITY (Capital),San Juan
ILOILO CITY (Capital),San Nicolas
ILOILO CITY (Capital),San Pedro (Molo)
ILOILO CITY (Capital),San Pedro (Jaro)
ILOILO CITY (Capital),San Rafael
ILOILO CITY (Capital),San Roque
ILOILO CITY (Capital),San Vicente
ILOILO CITY (Capital),Santa Filomena
ILOILO CITY (Capital),Santa Rosa
ILOILO CITY (Capital),Santo Domingo
ILOILO CITY (Capital),Santo Ni├▒o Norte
ILOILO CITY (Capital),Santo Ni├▒o Sur
ILOILO CITY (Capital),Santo Rosario-Duran
ILOILO CITY (Capital),Simon Ledesma
ILOILO CITY (Capital),So-oc
ILOILO CITY (Capital),South Baluarte
ILOILO CITY (Capital),South San Jose
ILOILO CITY (Capital),Taal
ILOILO CITY (Capital),Tabuc Suba (Jaro)
ILOILO CITY (Capital),Tabucan
ILOILO CITY (Capital),Tacas
ILOILO CITY (Capital),Abeto Mirasol Taft South (Quirino Abeto)
ILOILO CITY (Capital),Tagbac
ILOILO CITY (Capital),Tap-oc
ILOILO CITY (Capital),Taytay Zone II
ILOILO CITY (Capital),Ticud (La Paz)
ILOILO CITY (Capital),Timawa Tanza I
ILOILO CITY (Capital),Timawa Tanza II
ILOILO CITY (Capital),Ungka
ILOILO CITY (Capital),Veterans Village
ILOILO CITY (Capital),Villa Anita
ILOILO CITY (Capital),West Habog-habog
ILOILO CITY (Capital),West Timawa
ILOILO CITY (Capital),Yulo-Arroyo
ILOILO CITY (Capital),Yulo Drive
ILOILO CITY (Capital),Zamora-Melliza
ILOILO CITY (Capital),Pale Benedicto Rizal (Mandurriao)
ILOILO CITY (Capital),Kahirupan
ILOILO CITY (Capital),Luna (La Paz)
ILOILO CITY (Capital),San Isidro (La Paz)
ILOILO CITY (Capital),San Jose (City Proper)
ILOILO CITY (Capital),Tabuc Suba (La Paz)
ILOILO CITY (Capital),Rizal (La Paz)
JANIUAY,Abangay
JANIUAY,Agcarope
JANIUAY,Aglobong
JANIUAY,Aguingay
JANIUAY,Anhawan
JANIUAY,Atimonan
JANIUAY,Balanac
JANIUAY,Barasalon
JANIUAY,Bongol
JANIUAY,Cabantog
JANIUAY,Calmay
JANIUAY,Canawili
JANIUAY,Canawillian
JANIUAY,Caranas
JANIUAY,Caraudan
JANIUAY,Carigangan
JANIUAY,Cunsad
JANIUAY,Dabong
JANIUAY,Damires
JANIUAY,Damo-ong
JANIUAY,Danao
JANIUAY,Gines
JANIUAY,Guadalupe
JANIUAY,Jibolo
JANIUAY,Kuyot
JANIUAY,Madong
JANIUAY,Manacabac
JANIUAY,Mangil
JANIUAY,Matag-ub
JANIUAY,Monte-Magapa
JANIUAY,Pangilihan
JANIUAY,Panuran
JANIUAY,Pararinga
JANIUAY,Patong-patong
JANIUAY,Quipot
JANIUAY,Santo Tomas
JANIUAY,Sarawag
JANIUAY,Tambal
JANIUAY,Tamu-an
JANIUAY,Tiringanan
JANIUAY,Tolarucan
JANIUAY,Tuburan
JANIUAY,Ubian
JANIUAY,Yabon
JANIUAY,Aquino Nobleza East (Pob.)
JANIUAY,Aquino Nobleza West (Pob.)
JANIUAY,R. Armada (Pob.)
JANIUAY,Concepcion Pob. (D.G. Abordo)
JANIUAY,Golgota (Pob.)
JANIUAY,Locsin (Pob.)
JANIUAY,Don T. Lutero Center (Pob.)
JANIUAY,Don T. Lutero East (Pob.)
JANIUAY,Don T. Lutero West Pob. (Don T. Lutero North)
JANIUAY,Crispin Salazar North (Pob.)
JANIUAY,Crispin Salazar South (Pob.)
JANIUAY,San Julian (Pob.)
JANIUAY,San Pedro (Pob.)
JANIUAY,Santa Rita (Pob.)
JANIUAY,Capt. A. Tirador (Pob.)
JANIUAY,S. M. Villa (Pob.)
LAMBUNAO,Agsirab
LAMBUNAO,Agtuman
LAMBUNAO,Alugmawa
LAMBUNAO,Badiangan
LAMBUNAO,Bogongbong
LAMBUNAO,Balagiao
LAMBUNAO,Banban
LAMBUNAO,Bansag
LAMBUNAO,Bayuco
LAMBUNAO,Binaba-an Armada
LAMBUNAO,Binaba-an Labayno
LAMBUNAO,Binaba-an Limoso
LAMBUNAO,Binaba-an Portigo
LAMBUNAO,Binaba-an Tirador
